,task_id,Species,Element,Oxidation_State,magmom,ce_symbol,csm,ionic_radius,Shannon_IR,Shannon_CR,full_formula,pretty_formula,e_above_hull,formation_energy_per_atom,cohesive_energy,Average Coordination,STD of Coordination,Cif File
196,mp-1095546,O2-,O,-2,-0.0,None:-1,1.0,1.26,,,Re4O8,ReO2,0.07609698722221836,-1.8322207124999998,6.679498863333333,6.0,0.0,Re4O8_mp-1095546.cif
197,mp-1095546,O2-,O,-2,-0.0,None:-1,1.0,1.26,,,Re4O8,ReO2,0.07609698722221836,-1.8322207124999998,6.679498863333333,6.0,0.0,Re4O8_mp-1095546.cif
198,mp-1095546,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O8,ReO2,0.07609698722221836,-1.8322207124999998,6.679498863333333,6.0,0.0,Re4O8_mp-1095546.cif
199,mp-1095546,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O8,ReO2,0.07609698722221836,-1.8322207124999998,6.679498863333333,6.0,0.0,Re4O8_mp-1095546.cif
200,mp-1095546,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O8,ReO2,0.07609698722221836,-1.8322207124999998,6.679498863333333,6.0,0.0,Re4O8_mp-1095546.cif
201,mp-1095546,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O8,ReO2,0.07609698722221836,-1.8322207124999998,6.679498863333333,6.0,0.0,Re4O8_mp-1095546.cif
202,mvc-7040,Re7+,Re,+7,-0.0,T:4,0.33188021692263936,0.67,0.38,0.52,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
203,mvc-7040,Re7+,Re,+7,-0.0,T:4,0.33188021692264175,0.67,0.38,0.52,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
204,mvc-7040,Re7+,Re,+7,-0.0,T:4,0.33188021692264036,0.67,0.38,0.52,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
205,mvc-7040,Re7+,Re,+7,-0.0,T:4,0.331880216922642,0.67,0.38,0.52,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
206,mvc-7040,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
207,mvc-7040,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
208,mvc-7040,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
209,mvc-7040,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
210,mvc-7040,O2-,O,-2,-0.0,None:-1,1.0,1.26,,,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
211,mvc-7040,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
212,mvc-7040,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
213,mvc-7040,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
214,mvc-7040,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
215,mvc-7040,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
216,mvc-7040,O2-,O,-2,-0.0,None:-1,1.0,1.26,,,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
217,mvc-7040,O2-,O,-2,-0.0,None:-1,1.0,1.26,,,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
218,mvc-7040,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
219,mvc-7040,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O14,Re2O7,0.03882420152777222,-1.9997220443055568,6.364316054444444,4.0,0.0,Re4O14_mvc-7040.cif
220,mp-1237229,Re6+,Re,+6,0.0,O:6,0.0008320540969779918,0.69,0.55,0.69,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
221,mp-1237229,Re6+,Re,+6,-0.0,O:6,0.0008320540969780629,0.69,0.55,0.69,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
222,mp-1237229,Re6+,Re,+6,-0.0,O:6,0.0008320540969779463,0.69,0.55,0.69,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
223,mp-1237229,Re6+,Re,+6,-0.0,O:6,0.0008319795532127303,0.69,0.55,0.69,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
224,mp-1237229,O2-,O,-2,-0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
225,mp-1237229,O2-,O,-2,-0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
226,mp-1237229,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
227,mp-1237229,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
228,mp-1237229,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
229,mp-1237229,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
230,mp-1237229,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
231,mp-1237229,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
232,mp-1237229,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
233,mp-1237229,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
234,mp-1237229,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
235,mp-1237229,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.005859753750000252,-2.1409976584375006,6.62626270375,6.0,0.0,Re4O12_mp-1237229.cif
236,mp-20741,Re6+,Re,+6,-0.013,O:6,4.3817608962645167e-07,0.69,0.55,0.69,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
237,mp-20741,Re6+,Re,+6,-0.013,O:6,4.381760896288869e-07,0.69,0.55,0.69,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
238,mp-20741,Re6+,Re,+6,0.013,O:6,4.3817608962818735e-07,0.69,0.55,0.69,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
239,mp-20741,Re6+,Re,+6,0.013,O:6,4.632817097543691e-07,0.69,0.55,0.69,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
240,mp-20741,O2-,O,-2,-0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
241,mp-20741,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
242,mp-20741,O2-,O,-2,0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
243,mp-20741,O2-,O,-2,-0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
244,mp-20741,O2-,O,-2,-0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
245,mp-20741,O2-,O,-2,-0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
246,mp-20741,O2-,O,-2,0.001,None:-1,1.0,1.26,,,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
247,mp-20741,O2-,O,-2,-0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
248,mp-20741,O2-,O,-2,0.001,None:-1,1.0,1.26,,,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
249,mp-20741,O2-,O,-2,-0.0,None:-1,1.0,1.26,,,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
250,mp-20741,O2-,O,-2,-0.001,None:-1,1.0,1.26,,,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
251,mp-20741,O2-,O,-2,-0.001,None:-1,1.0,1.26,,,Re4O12,ReO3,0.0021104656249999465,-2.144746946562501,6.6300119918750005,6.0,0.0,Re4O12_mp-20741.cif
